Order ID,Order Date,Region,State,Product Category,Sub-Category,Sales,Profit,Quantity,Customer Segment
ORD-553160,2022-11-12,Central,Uttarakhand,Office Supplies,Binders,3946.36,1449.33,2,Consumer
ORD-346532,2023-08-10,West,Goa,Electronics,Tablets,107668.68,14512.69,3,Consumer
ORD-186308,2022-01-18,North,Uttar Pradesh,Office Supplies,Scissors & Cutters,5387.82,1563.36,5,Consumer
ORD-239967,2022-06-29,West,Goa,Electronics,Cameras,9066.87,1357.63,1,Consumer
ORD-301586,2024-10-01,East,Assam,Office Supplies,Binders,6114.55,1560.61,5,Corporate
ORD-200789,2024-10-13,West,Maharashtra,Electronics,Tablets,105842.41,13928.05,3,Consumer
ORD-633595,2023-09-20,West,Madhya Pradesh,Furniture,Tables,138597.2,21118.32,4,Corporate
ORD-138585,2022-06-12,West,Gujarat,Electronics,Accessories,3752.46,872.19,1,Consumer
ORD-448890,2023-10-18,West,Madhya Pradesh,Furniture,Sofas,97810.95,23732.32,4,Consumer
ORD-461848,2022-05-16,West,Goa,Electronics,Accessories,9698.97,2024.11,2,Corporate
ORD-439297,2024-07-09,North,Himachal Pradesh,Furniture,Bookcases,116169.58,15497.73,8,Consumer
ORD-362773,2024-05-01,West,Goa,Electronics,Laptops,64254.92,7865.28,1,Home Office
ORD-855797,2023-12-04,North,Uttar Pradesh,Electronics,Cameras,13214.45,2877.52,1,Consumer
ORD-509668,2024-07-23,North,Haryana,Furniture,Chairs,44642.31,3663.69,2,Home Office
ORD-738331,2023-06-05,South,Karnataka,Electronics,Accessories,510.13,155.29,1,Corporate
ORD-661258,2024-05-03,West,Goa,Office Supplies,Storage Boxes,3964.38,1068.04,1,Consumer
ORD-793411,2023-11-04,East,West Bengal,Furniture,Chairs,18015.95,5658.17,2,Consumer
ORD-406516,2023-06-11,Central,Chhattisgarh,Office Supplies,Pens & Stationery,1411.26,597.32,1,Corporate
ORD-675333,2022-05-21,South,Tamil Nadu,Office Supplies,Binders,5319.65,1718.7,8,Consumer
ORD-902056,2024-07-13,East,Assam,Furniture,Chairs,33032.1,999.2,2,Consumer
ORD-196500,2023-12-25,West,Goa,Office Supplies,Envelopes,5030.93,1616.91,5,Consumer
ORD-954817,2024-12-31,Central,Jammu & Kashmir,Electronics,Tablets,150000,21364.67,5,Corporate
ORD-522009,2023-03-11,East,Jharkhand,Office Supplies,Storage Boxes,11770.92,2576.67,3,Corporate
ORD-684536,2024-07-26,East,Odisha,Office Supplies,Binders,1018.61,155.18,2,Home Office
ORD-490633,2023-11-25,West,Goa,Office Supplies,Binders,797.72,279.88,1,Consumer
ORD-680476,2023-11-29,West,Goa,Electronics,Cameras,89870.34,3891.26,5,Consumer
ORD-414787,2022-10-08,West,Gujarat,Electronics,Accessories,46393.33,5416.3,9,Consumer
ORD-399006,2023-11-03,South,Karnataka,Office Supplies,Envelopes,915.68,252.19,3,Home Office
ORD-905305,2023-11-15,South,Telangana,Electronics,Phones,20532.18,1623.05,1,Home Office
ORD-951000,2023-09-02,North,Uttar Pradesh,Electronics,Accessories,1999.7,467.95,1,Corporate
ORD-243541,2022-05-21,Central,Chhattisgarh,Electronics,Accessories,4142.75,842.66,1,Home Office
ORD-932681,2023-05-23,South,Telangana,Office Supplies,Binders,1626.34,577.65,3,Consumer
ORD-842561,2022-09-17,Central,Jammu & Kashmir,Furniture,Storage,7229.75,898.09,1,Consumer
ORD-674162,2023-05-03,South,Andhra Pradesh,Electronics,Cameras,11677.68,3326.1,1,Home Office
ORD-531534,2023-08-13,East,West Bengal,Office Supplies,Pens & Stationery,2540.94,1028.58,3,Consumer
ORD-234418,2023-05-25,South,Karnataka,Office Supplies,Storage Boxes,2063.1,500.64,1,Home Office
ORD-389982,2023-12-01,South,Tamil Nadu,Office Supplies,Pens & Stationery,6716.04,1946.03,9,Consumer
ORD-508117,2023-12-25,East,Odisha,Furniture,Bookcases,16037.87,3857.93,2,Corporate
ORD-974187,2024-12-09,North,Punjab,Electronics,Tablets,35913.88,5650.37,1,Consumer
ORD-417923,2024-03-10,North,Haryana,Office Supplies,Binders,8452.2,2499.26,4,Consumer
ORD-678548,2024-11-09,South,Kerala,Office Supplies,Envelopes,337.47,69.32,1,Consumer
ORD-166026,2022-08-08,North,Delhi,Office Supplies,Storage Boxes,24771.04,4970.08,7,Home Office
ORD-291834,2022-01-07,South,Telangana,Furniture,Bookcases,6707.87,1389.47,1,Corporate
ORD-363368,2024-01-01,North,Delhi,Office Supplies,Pens & Stationery,636.99,247.22,1,Consumer
ORD-352882,2024-12-26,North,Rajasthan,Electronics,Phones,42576.94,8567.61,1,Consumer
ORD-874494,2022-05-29,Central,Jammu & Kashmir,Furniture,Tables,12508.68,-138.26,1,Corporate
ORD-226120,2022-07-11,North,Uttar Pradesh,Electronics,Tablets,108131.8,6683.0,4,Consumer
ORD-822465,2023-11-09,East,Odisha,Office Supplies,Pens & Stationery,1260.25,284.65,1,Corporate
ORD-272275,2023-01-30,South,Tamil Nadu,Office Supplies,Paper,3179.98,718.88,5,Consumer
ORD-748697,2022-10-03,West,Gujarat,Electronics,Tablets,132884.63,26220.79,5,Corporate
ORD-266795,2024-08-28,South,Tamil Nadu,Furniture,Storage,9644.18,1880.54,1,Consumer
ORD-340393,2022-12-07,East,Assam,Office Supplies,Envelopes,8992.94,2152.6,7,Home Office
ORD-265042,2024-12-27,South,Andhra Pradesh,Furniture,Sofas,145598.85,84.07,5,Corporate
ORD-305803,2024-04-11,West,Madhya Pradesh,Office Supplies,Scissors & Cutters,3767.77,704.15,3,Consumer
ORD-156405,2022-10-04,South,Karnataka,Office Supplies,Paper,7621.8,2122.47,6,Corporate
ORD-455584,2024-12-11,North,Punjab,Furniture,Tables,24953.96,-2470.51,1,Corporate
ORD-193724,2024-11-26,North,Haryana,Office Supplies,Envelopes,1026.52,164.23,1,Consumer
ORD-134714,2022-03-04,South,Telangana,Electronics,Printers,19296.33,-1898.08,1,Corporate
ORD-489587,2023-12-25,East,Assam,Furniture,Bookcases,5823.37,228.9,1,Consumer
ORD-905292,2022-06-06,West,Goa,Furniture,Chairs,26630.47,3679.88,2,Corporate
ORD-590012,2022-02-23,South,Kerala,Office Supplies,Labels,1761.06,425.99,2,Corporate
ORD-524865,2023-04-28,West,Gujarat,Office Supplies,Pens & Stationery,2028.22,879.6,3,Corporate
ORD-923278,2022-04-19,North,Rajasthan,Office Supplies,Envelopes,1110.15,446.98,2,Corporate
ORD-997744,2024-12-12,South,Kerala,Office Supplies,Binders,6108.96,2033.74,5,Home Office
ORD-655000,2022-01-11,West,Gujarat,Furniture,Storage,22618.0,2542.41,2,Corporate
ORD-653985,2022-05-12,North,Himachal Pradesh,Electronics,Printers,30337.09,3559.72,2,Corporate
ORD-776526,2023-09-22,South,Karnataka,Office Supplies,Scissors & Cutters,2967.63,827.37,4,Consumer
ORD-424623,2023-05-31,West,Madhya Pradesh,Electronics,Printers,20640.28,889.82,2,Corporate
ORD-144374,2023-01-18,Central,Jammu & Kashmir,Electronics,Phones,38771.98,6851.17,2,Home Office
ORD-656117,2022-08-12,East,Assam,Furniture,Bookcases,35229.33,-1056.44,2,Corporate
ORD-164518,2023-11-28,West,Maharashtra,Office Supplies,Pens & Stationery,1435.04,526.76,1,Corporate
ORD-370235,2022-09-08,North,Delhi,Office Supplies,Binders,1999.64,500.72,1,Corporate
ORD-856287,2022-09-11,East,Odisha,Electronics,Phones,45976.91,7397.28,3,Consumer
ORD-526400,2024-10-31,Central,Uttarakhand,Electronics,Cameras,150000,27712.68,5,Consumer
ORD-293807,2023-11-17,South,Karnataka,Office Supplies,Envelopes,3286.75,405.39,7,Consumer
ORD-725026,2023-03-14,East,Bihar,Electronics,Phones,30336.58,5023.81,1,Home Office
ORD-770342,2023-08-11,North,Delhi,Electronics,Accessories,1237.39,543.73,2,Consumer
ORD-954533,2022-11-19,East,Assam,Electronics,Laptops,99445.78,-11274.94,2,Home Office
ORD-408227,2022-09-24,North,Himachal Pradesh,Electronics,Tablets,101353.55,10776.79,3,Consumer
ORD-556519,2022-07-16,South,Tamil Nadu,Office Supplies,Paper,2364.95,741.25,6,Home Office
ORD-478873,2024-03-10,East,West Bengal,Electronics,Printers,19611.35,-820.94,2,Consumer
ORD-957103,2022-08-11,West,Madhya Pradesh,Office Supplies,Storage Boxes,16726.63,3735.12,6,Home Office
ORD-971777,2023-06-25,Central,Chhattisgarh,Electronics,Cameras,22250.87,1230.23,1,Consumer
ORD-799512,2024-12-18,South,Karnataka,Furniture,Sofas,53401.07,8599.94,4,Corporate
ORD-735103,2022-12-06,East,Assam,Furniture,Storage,32651.24,5445.72,4,Corporate
ORD-729471,2024-07-23,East,Odisha,Furniture,Bookcases,38744.63,2252.91,3,Consumer
ORD-692801,2022-07-30,West,Goa,Furniture,Tables,150000,40823.49,8,Corporate
ORD-913976,2024-05-30,East,West Bengal,Furniture,Chairs,134055.06,31735.64,10,Corporate
ORD-132002,2024-06-24,South,Telangana,Office Supplies,Storage Boxes,2741.54,548.18,1,Home Office
ORD-781773,2024-12-01,West,Maharashtra,Office Supplies,Pens & Stationery,7815.98,3517.19,5,Home Office
ORD-223527,2024-06-08,East,Odisha,Furniture,Bookcases,12105.14,1273.22,2,Corporate
ORD-461462,2023-03-20,North,Haryana,Electronics,Printers,98984.19,9399.76,6,Consumer
ORD-453215,2022-09-04,South,Kerala,Electronics,Laptops,76758.43,9092.7,1,Consumer
ORD-130884,2022-12-03,North,Uttar Pradesh,Furniture,Sofas,58059.58,-1481.4,2,Corporate
ORD-900329,2022-06-03,South,Telangana,Electronics,Phones,10450.23,685.36,1,Consumer
ORD-407269,2023-10-21,North,Delhi,Office Supplies,Envelopes,834.49,205.17,1,Consumer
ORD-250625,2023-07-08,North,Haryana,Furniture,Storage,9143.15,1219.15,1,Consumer
ORD-531642,2023-12-07,West,Madhya Pradesh,Office Supplies,Scissors & Cutters,1533.63,481.28,2,Consumer
ORD-833248,2023-06-24,Central,Jammu & Kashmir,Furniture,Chairs,66290.97,4900.32,9,Consumer
ORD-279567,2023-02-19,Central,Chhattisgarh,Furniture,Chairs,15016.35,2475.95,2,Home Office
ORD-810968,2022-07-28,South,Andhra Pradesh,Electronics,Accessories,2809.82,711.94,1,Consumer
ORD-701290,2023-12-08,South,Andhra Pradesh,Electronics,Printers,20920.66,2022.84,2,Consumer
ORD-706922,2023-10-24,West,Goa,Furniture,Chairs,18676.5,1576.64,2,Corporate
ORD-517710,2024-10-20,South,Karnataka,Electronics,Laptops,150000,28524.56,3,Corporate
ORD-207309,2023-02-01,Central,Uttarakhand,Electronics,Cameras,60806.36,7974.04,2,Corporate
ORD-966473,2024-11-21,West,Goa,Furniture,Bookcases,16591.84,679.25,1,Consumer
ORD-923769,2024-05-27,Central,Chhattisgarh,Furniture,Chairs,47280.55,7668.35,2,Consumer
ORD-930895,2022-10-22,West,Gujarat,Electronics,Tablets,37814.83,9499.64,2,Corporate
ORD-791593,2024-01-20,North,Haryana,Office Supplies,Storage Boxes,2622.18,614.42,1,Corporate
ORD-282677,2022-10-12,North,Haryana,Office Supplies,Binders,6070.19,1385.65,3,Consumer
ORD-753721,2023-11-23,East,Assam,Furniture,Chairs,14000.27,325.06,1,Corporate
ORD-562847,2022-07-07,South,Telangana,Furniture,Storage,14785.4,3284.54,2,Home Office
ORD-295833,2024-07-14,West,Maharashtra,Office Supplies,Storage Boxes,21453.07,3395.94,9,Corporate
ORD-557666,2024-11-01,West,Gujarat,Electronics,Cameras,35042.73,4701.49,1,Corporate
ORD-433713,2024-12-09,East,Odisha,Electronics,Printers,6179.69,-376.14,1,Corporate
ORD-696842,2022-03-20,South,Kerala,Office Supplies,Paper,3529.89,1526.26,4,Consumer
ORD-363408,2024-03-18,North,Rajasthan,Electronics,Printers,19274.6,1383.62,1,Corporate
ORD-970641,2022-07-31,South,Tamil Nadu,Furniture,Bookcases,14660.97,499.74,1,Corporate
ORD-606779,2023-12-05,Central,Chhattisgarh,Furniture,Sofas,39729.73,-4213.14,1,Consumer
ORD-845134,2024-03-12,South,Andhra Pradesh,Furniture,Storage,53107.94,4625.2,7,Consumer
ORD-611462,2023-04-05,North,Rajasthan,Electronics,Printers,104189.57,27082.53,6,Corporate
ORD-272820,2022-04-07,West,Goa,Furniture,Bookcases,20816.57,4750.97,4,Consumer
ORD-513695,2023-09-22,North,Uttar Pradesh,Electronics,Tablets,18064.68,3728.67,1,Consumer
ORD-539860,2024-12-10,West,Madhya Pradesh,Office Supplies,Binders,2345.17,1028.59,1,Consumer
ORD-774561,2022-08-12,West,Maharashtra,Electronics,Tablets,22722.11,-2343.65,1,Corporate
ORD-649161,2022-01-14,South,Telangana,Furniture,Bookcases,32925.19,3401.01,2,Home Office
ORD-684483,2024-05-26,Central,Jammu & Kashmir,Furniture,Storage,9590.76,1662.64,2,Corporate
ORD-876787,2023-11-27,North,Punjab,Office Supplies,Pens & Stationery,5399.83,1683.86,4,Corporate
ORD-419335,2022-02-22,West,Maharashtra,Electronics,Tablets,36856.11,4977.23,2,Home Office
ORD-237497,2023-10-12,South,Kerala,Furniture,Sofas,38263.51,3732.28,1,Consumer
ORD-417993,2024-12-10,North,Rajasthan,Office Supplies,Labels,2137.87,796.03,1,Home Office
ORD-927145,2022-11-03,South,Telangana,Office Supplies,Storage Boxes,2042.4,452.35,1,Home Office
ORD-651370,2022-12-21,West,Maharashtra,Office Supplies,Paper,2807.67,907.67,5,Corporate
ORD-754382,2022-07-09,West,Maharashtra,Furniture,Storage,3601.51,397.85,1,Corporate
ORD-585685,2023-12-08,South,Andhra Pradesh,Furniture,Chairs,21238.49,3003.64,3,Consumer
ORD-480829,2023-06-29,North,Rajasthan,Office Supplies,Pens & Stationery,317.3,132.4,1,Corporate
ORD-996405,2024-07-17,East,Odisha,Office Supplies,Labels,1777.35,415.49,1,Consumer
ORD-579374,2023-03-17,West,Gujarat,Office Supplies,Storage Boxes,4187.03,254.41,3,Corporate
ORD-130688,2023-10-30,South,Telangana,Office Supplies,Paper,8225.59,1797.6,4,Corporate
ORD-713602,2022-10-22,South,Kerala,Office Supplies,Paper,7587.44,693.79,4,Consumer
ORD-423025,2023-07-01,North,Himachal Pradesh,Furniture,Storage,10082.42,1287.73,1,Corporate
ORD-373718,2024-10-17,West,Gujarat,Office Supplies,Envelopes,5652.12,2543.45,5,Consumer
ORD-282798,2024-06-20,South,Karnataka,Furniture,Sofas,62160.01,6521.62,2,Home Office
ORD-442755,2022-10-11,East,Assam,Electronics,Laptops,78934.29,-4454.32,1,Corporate
ORD-156927,2023-01-21,West,Goa,Office Supplies,Labels,5692.61,2177.39,3,Corporate
ORD-696557,2024-06-16,South,Kerala,Furniture,Bookcases,12923.98,1162.47,1,Consumer
ORD-163838,2022-03-24,North,Punjab,Electronics,Accessories,12498.08,4113.6,3,Consumer
ORD-169634,2023-12-12,South,Karnataka,Office Supplies,Envelopes,6427.5,1230.94,6,Consumer
ORD-705225,2022-12-09,West,Goa,Furniture,Chairs,29681.33,5789.23,2,Corporate
ORD-305869,2024-08-20,West,Madhya Pradesh,Electronics,Phones,9791.41,1252.0,1,Consumer
ORD-259160,2022-08-25,South,Andhra Pradesh,Furniture,Tables,26204.31,-1579.32,1,Consumer
ORD-289485,2022-03-27,West,Madhya Pradesh,Electronics,Tablets,113744.57,15403.42,3,Corporate
ORD-360753,2023-03-15,East,Jharkhand,Electronics,Laptops,135843.84,-4528.28,2,Consumer
ORD-901489,2023-08-01,South,Tamil Nadu,Office Supplies,Storage Boxes,4958.82,1484.38,2,Home Office
ORD-109166,2022-11-04,North,Uttar Pradesh,Office Supplies,Envelopes,1203.05,263.46,1,Corporate
ORD-949833,2023-12-09,West,Madhya Pradesh,Office Supplies,Scissors & Cutters,1488.69,540.91,1,Consumer
ORD-544451,2022-09-24,South,Tamil Nadu,Office Supplies,Scissors & Cutters,469.01,125.49,1,Consumer
ORD-744089,2022-11-28,East,Bihar,Electronics,Cameras,66374.55,-3209.73,3,Corporate
ORD-532371,2023-04-13,West,Maharashtra,Electronics,Tablets,131526.05,30449.92,8,Corporate
ORD-399322,2022-03-08,South,Telangana,Electronics,Accessories,24319.42,3716.3,8,Consumer
ORD-543745,2023-12-14,North,Delhi,Office Supplies,Pens & Stationery,761.64,262.32,2,Consumer
ORD-681898,2024-11-19,South,Andhra Pradesh,Furniture,Chairs,20719.58,5788.56,2,Consumer
ORD-544392,2024-11-23,South,Tamil Nadu,Office Supplies,Storage Boxes,2490.75,697.23,2,Consumer
ORD-163755,2024-08-07,East,Jharkhand,Furniture,Tables,29941.74,3468.36,1,Corporate
ORD-401701,2022-12-25,South,Tamil Nadu,Furniture,Tables,77276.22,4340.63,2,Consumer
ORD-314498,2023-11-15,East,Odisha,Furniture,Tables,150000,27735.83,5,Consumer
ORD-963180,2022-11-01,East,Assam,Electronics,Laptops,150000,30690.45,3,Consumer
ORD-717940,2022-08-27,East,Jharkhand,Electronics,Tablets,32972.63,4079.58,1,Consumer
ORD-905592,2023-10-08,Central,Chhattisgarh,Electronics,Laptops,69555.58,9661.36,1,Home Office
ORD-514187,2024-04-29,East,Bihar,Electronics,Accessories,9343.84,1238.69,8,Consumer
ORD-698755,2023-06-30,West,Goa,Furniture,Tables,150000,19202.13,4,Home Office
ORD-740204,2023-06-25,North,Himachal Pradesh,Electronics,Laptops,117024.26,5946.58,2,Corporate
ORD-279860,2022-08-05,South,Karnataka,Furniture,Chairs,52589.05,9714.17,3,Home Office
ORD-672257,2022-06-21,West,Madhya Pradesh,Office Supplies,Binders,1611.14,725.01,1,Consumer
ORD-976903,2024-10-28,Central,Jammu & Kashmir,Furniture,Chairs,150000,16036.17,9,Home Office
ORD-473346,2024-12-04,Central,Jammu & Kashmir,Office Supplies,Envelopes,2448.17,-30.14,2,Corporate
ORD-539130,2024-08-29,East,Odisha,Office Supplies,Labels,2427.73,394.06,3,Home Office
ORD-635715,2024-10-20,East,Odisha,Furniture,Storage,22609.95,5239.41,3,Corporate
ORD-802835,2022-04-13,East,Odisha,Office Supplies,Pens & Stationery,1889.81,547.79,6,Consumer
ORD-678654,2023-05-24,North,Himachal Pradesh,Furniture,Tables,36417.08,-4118.81,2,Corporate
ORD-943906,2024-03-26,East,Assam,Office Supplies,Storage Boxes,10416.83,1585.91,3,Home Office
ORD-550162,2022-02-22,East,Odisha,Electronics,Phones,20506.66,4400.3,1,Consumer
ORD-472843,2024-04-12,East,West Bengal,Furniture,Sofas,150000,12703.74,8,Consumer
ORD-371090,2024-12-15,East,Jharkhand,Electronics,Phones,12340.37,-1118.6,1,Home Office
ORD-360345,2022-08-10,North,Haryana,Office Supplies,Pens & Stationery,523.21,212.61,1,Corporate
ORD-520068,2023-11-12,West,Gujarat,Electronics,Tablets,107576.93,14569.76,4,Corporate
ORD-549752,2023-10-14,West,Goa,Electronics,Cameras,65982.74,9215.02,2,Home Office
ORD-168507,2024-11-22,North,Rajasthan,Furniture,Sofas,109320.32,-3837.51,3,Home Office
ORD-584153,2022-10-25,South,Kerala,Furniture,Chairs,93917.86,27433.27,4,Home Office
ORD-672433,2024-06-20,East,Assam,Electronics,Phones,59538.06,5320.24,2,Corporate
ORD-151695,2022-08-15,South,Telangana,Furniture,Chairs,100915.06,25646.65,5,Home Office
ORD-828515,2022-04-02,South,Tamil Nadu,Furniture,Chairs,16112.14,3093.38,1,Corporate
ORD-682210,2024-03-19,North,Haryana,Office Supplies,Storage Boxes,2446.94,587.75,1,Consumer
ORD-609092,2022-01-16,East,Assam,Electronics,Laptops,88132.86,-8182.76,1,Home Office
ORD-815557,2024-06-09,North,Punjab,Office Supplies,Pens & Stationery,1266.25,516.87,1,Home Office
ORD-613832,2024-06-26,West,Madhya Pradesh,Office Supplies,Pens & Stationery,5816.74,1924.97,4,Consumer
ORD-631021,2024-01-27,North,Haryana,Office Supplies,Scissors & Cutters,3673.53,921.38,3,Consumer
ORD-763354,2023-11-16,North,Uttar Pradesh,Electronics,Printers,36300.79,-1383.22,2,Corporate
ORD-573879,2024-08-28,South,Kerala,Furniture,Storage,2790.65,389.96,1,Consumer
ORD-993163,2024-10-27,North,Rajasthan,Furniture,Chairs,24741.51,10141.12,1,Consumer
ORD-717411,2024-11-23,North,Haryana,Office Supplies,Paper,472.19,132.56,1,Home Office
ORD-114281,2023-07-14,Central,Uttarakhand,Office Supplies,Scissors & Cutters,1274.39,-96.52,1,Home Office
ORD-156068,2024-09-07,North,Himachal Pradesh,Furniture,Storage,36614.5,3767.38,5,Corporate
ORD-277003,2024-11-18,South,Telangana,Furniture,Tables,75388.56,14469.58,2,Home Office
ORD-149439,2024-05-29,East,Bihar,Furniture,Bookcases,64712.74,9192.4,4,Consumer
ORD-847556,2024-07-05,East,Jharkhand,Furniture,Sofas,150000,13143.5,4,Consumer
ORD-316300,2022-12-07,South,Telangana,Furniture,Tables,150000,41068.28,5,Consumer
ORD-922123,2022-03-27,West,Gujarat,Electronics,Cameras,150000,19226.47,10,Corporate
ORD-970049,2022-10-24,West,Goa,Office Supplies,Pens & Stationery,1485.49,580.74,1,Corporate
ORD-849894,2024-10-31,Central,Uttarakhand,Electronics,Laptops,45710.05,-579.28,1,Consumer
ORD-657566,2022-08-08,West,Goa,Electronics,Cameras,22489.03,5463.38,1,Consumer
ORD-665042,2024-12-16,South,Telangana,Electronics,Tablets,71333.59,10011.88,2,Consumer
ORD-980537,2023-06-04,South,Tamil Nadu,Office Supplies,Envelopes,2327.01,609.21,2,Consumer
ORD-313631,2022-11-30,North,Uttar Pradesh,Electronics,Phones,150000,12770.85,9,Corporate
ORD-694103,2024-11-24,Central,Jammu & Kashmir,Furniture,Tables,10370.63,-749.28,1,Consumer
ORD-555051,2024-02-17,Central,Jammu & Kashmir,Office Supplies,Envelopes,2274.33,546.77,3,Consumer
ORD-504995,2022-09-07,South,Kerala,Electronics,Accessories,7197.75,2338.19,4,Corporate
ORD-434836,2023-07-20,West,Gujarat,Electronics,Tablets,79016.75,11133.26,2,Consumer
ORD-809132,2022-07-20,South,Tamil Nadu,Furniture,Storage,12210.5,2571.25,6,Consumer
ORD-878247,2022-06-02,Central,Chhattisgarh,Furniture,Storage,5840.55,-398.66,2,Home Office
ORD-413619,2023-10-26,East,Assam,Electronics,Cameras,44330.62,5917.01,2,Corporate
ORD-408492,2022-10-16,West,Madhya Pradesh,Electronics,Cameras,17424.08,282.5,2,Consumer
ORD-682400,2022-08-31,Central,Jammu & Kashmir,Furniture,Sofas,11225.4,1488.48,1,Corporate
ORD-495370,2023-04-30,Central,Chhattisgarh,Furniture,Bookcases,34974.98,1222.93,2,Corporate
ORD-295844,2024-02-18,Central,Jammu & Kashmir,Office Supplies,Scissors & Cutters,9637.51,-786.01,7,Consumer
ORD-223499,2024-08-01,North,Uttar Pradesh,Furniture,Tables,36956.76,7288.0,2,Consumer
ORD-668129,2022-10-24,East,Assam,Furniture,Tables,22865.13,4838.05,2,Corporate
ORD-377174,2024-01-21,South,Telangana,Electronics,Tablets,70672.58,9803.28,2,Consumer
ORD-556253,2024-11-01,West,Gujarat,Electronics,Tablets,26071.98,5049.0,2,Corporate
ORD-330222,2023-12-02,Central,Uttarakhand,Electronics,Laptops,93273.73,9822.2,1,Corporate
ORD-856148,2023-07-28,South,Telangana,Furniture,Sofas,37553.89,-2327.16,1,Consumer
ORD-668585,2024-02-04,South,Kerala,Office Supplies,Storage Boxes,11508.4,2254.99,3,Consumer
ORD-702261,2022-12-31,West,Maharashtra,Office Supplies,Storage Boxes,1411.9,503.08,1,Consumer
ORD-956624,2024-06-21,East,Odisha,Electronics,Accessories,2435.85,374.34,1,Consumer
ORD-607371,2023-10-02,North,Punjab,Electronics,Printers,14461.53,549.18,1,Consumer
ORD-237893,2023-06-11,North,Uttar Pradesh,Furniture,Chairs,150000,13788.91,8,Consumer
ORD-597166,2022-06-19,West,Maharashtra,Electronics,Tablets,21850.26,1490.15,1,Consumer
ORD-292073,2022-05-21,North,Himachal Pradesh,Electronics,Tablets,73353.3,8332.53,2,Consumer
ORD-258737,2024-06-10,North,Delhi,Furniture,Tables,150000,40776.07,9,Home Office
ORD-433362,2023-04-12,Central,Jammu & Kashmir,Office Supplies,Pens & Stationery,758.54,-30.39,2,Consumer
ORD-565917,2024-03-16,East,Bihar,Electronics,Accessories,3040.57,-286.79,1,Home Office
ORD-440317,2022-08-08,East,Bihar,Office Supplies,Storage Boxes,11254.93,1850.03,10,Home Office
ORD-585175,2024-11-05,South,Tamil Nadu,Electronics,Tablets,103571.87,14982.84,4,Corporate
ORD-525850,2023-10-08,Central,Jammu & Kashmir,Office Supplies,Storage Boxes,812.03,137.18,1,Consumer
ORD-428987,2022-05-02,West,Maharashtra,Electronics,Phones,79848.95,26974.88,2,Consumer
ORD-936708,2023-06-16,West,Goa,Electronics,Tablets,35373.1,3407.85,1,Consumer
ORD-564458,2022-05-15,Central,Uttarakhand,Office Supplies,Envelopes,504.06,113.59,1,Consumer
ORD-390910,2023-12-15,South,Karnataka,Furniture,Sofas,150000,-7498.38,3,Corporate
ORD-198351,2023-11-21,East,Odisha,Office Supplies,Pens & Stationery,2670.66,-119.95,2,Consumer
ORD-527354,2022-05-01,North,Haryana,Furniture,Chairs,90798.6,10698.53,4,Home Office
ORD-625288,2023-08-15,West,Goa,Office Supplies,Binders,1726.94,395.17,1,Consumer
ORD-444029,2022-01-17,East,West Bengal,Electronics,Laptops,150000,-13934.65,9,Consumer
ORD-710389,2022-11-03,North,Punjab,Office Supplies,Binders,2680.19,589.46,1,Corporate
ORD-148648,2023-12-31,East,Assam,Furniture,Storage,9060.8,197.07,2,Consumer
ORD-511652,2024-06-28,South,Tamil Nadu,Electronics,Printers,39258.29,7671.63,2,Corporate
ORD-928327,2024-07-12,East,Odisha,Electronics,Cameras,115275.13,8778.18,4,Consumer
ORD-342163,2023-05-08,West,Gujarat,Office Supplies,Storage Boxes,1984.14,452.55,1,Consumer
ORD-585875,2022-09-16,North,Uttar Pradesh,Office Supplies,Scissors & Cutters,1156.43,324.76,1,Corporate
ORD-289721,2022-12-11,West,Gujarat,Electronics,Cameras,100468.65,12987.75,4,Corporate
ORD-554803,2024-10-27,East,Bihar,Furniture,Chairs,97142.57,4268.81,4,Home Office
ORD-275614,2022-07-12,East,West Bengal,Office Supplies,Scissors & Cutters,1167.2,142.5,2,Consumer
ORD-674083,2022-11-13,East,Odisha,Office Supplies,Pens & Stationery,3043.34,889.57,2,Home Office
ORD-244810,2022-12-11,North,Uttar Pradesh,Electronics,Cameras,16257.73,5440.26,1,Consumer
ORD-263040,2022-05-02,North,Haryana,Office Supplies,Storage Boxes,1221.37,178.12,1,Corporate
ORD-650398,2022-08-13,Central,Uttarakhand,Furniture,Tables,114237.68,-9527.92,4,Consumer
ORD-849096,2022-11-02,South,Andhra Pradesh,Furniture,Tables,27285.18,1205.59,3,Home Office
ORD-896188,2022-09-25,North,Uttar Pradesh,Furniture,Storage,8821.82,1837.82,1,Corporate
ORD-342020,2024-06-20,North,Rajasthan,Electronics,Cameras,28733.44,1996.1,1,Corporate
ORD-783421,2022-11-28,South,Tamil Nadu,Furniture,Storage,13750.85,139.75,5,Consumer
ORD-923298,2022-03-01,West,Goa,Electronics,Accessories,2357.52,427.91,2,Consumer
ORD-312886,2022-08-31,South,Tamil Nadu,Electronics,Cameras,150000,-5984.61,6,Consumer
ORD-889727,2022-03-25,West,Gujarat,Electronics,Cameras,88876.86,22629.08,5,Consumer
ORD-709446,2023-06-06,South,Andhra Pradesh,Electronics,Laptops,150000,26323.49,3,Consumer
ORD-778662,2024-02-11,South,Karnataka,Electronics,Accessories,6171.72,2017.4,6,Consumer
ORD-253991,2023-06-08,North,Delhi,Office Supplies,Storage Boxes,5789.09,1295.72,2,Consumer
